名称,价格,面积,朝向,户型,楼层,总楼层
?友家 · 电信小区3居室-东南卧,?3360,?约15 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 铁东小区2居室-南卧,?3190,?约10 ㎡,?南,?2室1厅,?5,?6层
,,,,,,
?友家 · 铁东小区2居室-南卧,?3890,?约12 ㎡,?南,?2室1厅,?5,?6层
,,,,,,
?友家 · 月季园3居室-东卧,?3260,?7.3 ㎡,?东,?3室1厅,?17,?20层
,,,,,,
?友家 · 钟表南园3居室-南卧,?3930,?14.1 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 月季园3居室-北卧,?3430,?15 ㎡,?北,?3室1厅,?1,?20层
,,,,,,
?友家 · 电信宿舍3居室-西卧,?3090,?7.8 ㎡,?西,?3室1厅,?2,?6层
,,,,,,
?友家 · 月季园3居室-东卧,?4030,?14.2 ㎡,?东,?3室1厅,?1,?7层
,,,,,,
?友家 · 月季园3居室-东卧,?3630,?9.2 ㎡,?东,?3室1厅,?17,?20层
,,,,,,
?友家 · 月季园3居室-东卧,?3930,?12.1 ㎡,?东,?3室1厅,?13,?21层
,,,,,,
?友家 · 月季园3居室-东卧,?3760,?12.8 ㎡,?东,?3室1厅,?17,?20层
,,,,,,
?友家 · 月季园3居室-东卧,?3090,?10.8 ㎡,?东,?3室1厅,?19,?21层
,,,,,,
?友家 · 新外大街15号院3居室-西卧,?3190,?7.3 ㎡,?西,?3室1厅,?6,?6层
,,,,,,
?友家 · 花园北路乙28号院3居室-东卧,?2990,?8.3 ㎡,?东,?3室1厅,?5,?7层
,,,,,,
?友家 · 都景苑3居室-南卧,?3430,?11.8 ㎡,?南,?3室1厅,?7,?23层
,,,,,,
?友家 · 中鑫嘉园3居室-南卧,?4530,?12.6 ㎡,?南,?3室1厅,?18,?23层
,,,,,,
?友家 · 牡丹园东里3居室-南卧,?3090,?9.3 ㎡,?南,?3室1厅,?9,?12层
,,,,,,
?友家 · 华盛家园3居室-南卧,?3530,?11.8 ㎡,?南,?3室1厅,?9,?24层
,,,,,,
?友家 · 华盛家园4居室-东南卧,?4190,?18 ㎡,?南,?4室1厅,?12A,?24层
,,,,,,
?友家 · 花园北路乙28号院3居室-东卧,?3890,?11.5 ㎡,?东,?3室1厅,?4,?7层
,,,,,,
?友家 · 牡丹园东里2居室-南卧,?4390,?13.4 ㎡,?南,?2室1厅,?1,?12层
,,,,,,
?友家 · 牡丹园东里3居室-南卧,?3160,?7.8 ㎡,?南,?3室1厅,?2,?层
,,,,,,
?友家 · 龙翔路小区3居室-北卧,?2830,?7 ㎡,?北,?3室1厅,?16,?16层
,,,,,,
?友家 · 塔院小区3居室-南卧,?4660,?12.5 ㎡,?南,?3室1厅,?13,?18层
,,,,,,
?友家 · 都景苑3居室-南卧,?3490,?12.6 ㎡,?南,?3室1厅,?5,?23层
,,,,,,
?友家 · 华盛家园4居室-东卧,?3430,?9.3 ㎡,?东,?4室1厅,?14,?24层
,,,,,,
?友家 · 中鑫嘉园3居室-南卧,?3190,?10 ㎡,?南,?3室1厅,?1,?23层
,,,,,,
?友家 · 中鑫嘉园3居室-南卧,?4990,?13.26 ㎡,?南,?3室1厅,?1,?23层
,,,,,,
?友家 · 都景苑3居室-东卧,?3290,?14 ㎡,?东,?3室1厅,?8,?层
,,,,,,
?友家 · 华盛家园3居室-西卧,?3230,?10.2 ㎡,?西,?3室1厅,?5,?24层
,,,,,,
?友家 · 都景苑3居室-东卧,?3090,?6.8 ㎡,?东,?3室1厅,?21,?23层
,,,,,,
?友家 · 花园路1号院3居室-北卧,0,?6 ㎡,?北,?3室1厅,?5,?6层
,,,,,,
?友家 · 龙翔路小区3居室-西卧,?3230,?11.2 ㎡,?西,?3室1厅,?3,?18层
,,,,,,
?友家 · 都景苑3居室-东卧,?3690,?11.6 ㎡,?东,?3室1厅,?21,?23层
,,,,,,
?友家 · 牡丹园东里3居室-北卧,?3260,?8.7 ㎡,?北,?3室1厅,?5,?6层
,,,,,,
?友家 · 牡丹园北里2居室-西卧,?3590,?8.8 ㎡,?西,?2室1厅,?11,?18层
,,,,,,
?友家 · 西单宿舍3居室-北卧,?4790,?15.4 ㎡,?北,?3室1厅,?2,?16层
,,,,,,
?友家 · 都景苑3居室-南卧,?3790,?12.3 ㎡,?南,?3室1厅,?10,?23层
,,,,,,
?友家 · 牡丹园东里2居室-北卧,?3590,?8.3 ㎡,?北,?2室1厅,?1,?16层
,,,,,,
?友家 · 西单宿舍3居室-西卧,?3430,?7.2 ㎡,?西,?3室1厅,?2,?16层
,,,,,,
?友家 · 西单宿舍3居室-东卧,?3660,?14.8 ㎡,?东,?3室1厅,?1,?18层
,,,,,,
?友家 · 藤花紫院3居室-东卧,?4230,?12.5 ㎡,?东,?3室1厅,?11,?22层
,,,,,,
?友家 · 牡丹园东里3居室-北卧,?3260,?约9 ㎡,?北,?3室1厅,?2,?16层
,,,,,,
?友家 · 华盛家园5居室-南卧,?3530,?约10.7 ㎡,?南,?5室1厅,?8,?24层
,,,,,,
?友家 · 牡丹园东里3居室-南卧,?2990,?约11 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 牡丹园东里3居室-北卧,?2790,?约9 ㎡,?北,?3室1厅,?6,?6层
,,,,,,
?友家 · 牡丹园东里3居室-南卧,?3790,?约20.1 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 牡丹园东里2居室-北卧,?3530,?约9.2 ㎡,?北,?2室1厅,?1,?12层
,,,,,,
?友家 · 牡丹园东里3居室-北卧,?2990,?约8 ㎡,?北,?3室1厅,?15,?16层
,,,,,,
?友家 · 都景苑3居室-南卧,?3490,?约12 ㎡,?南,?3室1厅,?17,?23层
,,,,,,
?友家 · 牡丹园东里3居室-西南卧,?3990,?约15 ㎡,?南,?3室1厅,?15,?16层
,,,,,,
?友家 · 都景苑3居室-南卧,?3890,?约16 ㎡,?南,?3室1厅,?17,?23层
,,,,,,
?友家 · 牡丹园东里3居室-北卧,?3260,?约9 ㎡,?北,?3室1厅,?15,?16层
,,,,,,
?友家 · 都景苑3居室-东卧,?3890,?约15 ㎡,?东,?3室1厅,?17,?23层
,,,,,,
?友家 · 邮科社区3居室-西卧,?4330,?约15 ㎡,?西,?3室1厅,?10,?18层
,,,,,,
?友家 · 邮科社区3居室-北卧,?3390,?约10 ㎡,?北,?3室1厅,?10,?18层
,,,,,,
?友家 · 邮科社区3居室-北卧,?3590,?约10 ㎡,?北,?3室1厅,?10,?18层
,,,,,,
?友家 · 肖家河新村西区4居室-北卧,?2630,?8.2 ㎡,?北,?4室1厅,?6,?9层
,,,,,,
?友家 · 梅园甲3居室-西卧,0,?18 ㎡,?西,?3室1厅,?5,?6层
,,,,,,
?友家 · 圆明园花园别墅4居室-南卧,?2690,?11.9 ㎡,?南,?4室1厅,?6,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?8.5 ㎡,?南,?3室1厅,?10,?10层
,,,,,,
?友家 · 肖家河新村西区3居室-北卧,?2730,?8.7 ㎡,?北,?3室1厅,?9,?9层
,,,,,,
?友家 · 圆明园花园别墅4居室-西卧,?2390,?11 ㎡,?西,?4室1厅,?5,?6层
,,,,,,
?友家 · 天秀花园澄秀园4居室-北卧,?2630,?10.47 ㎡,?北,?4室1厅,?1,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2690,?19.8 ㎡,?南,?3室1厅,?6,?8层
,,,,,,
?友家 · 万树园3居室-南卧,?2890,?13.6 ㎡,?南,?3室1厅,?5,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,0,?16.1 ㎡,?南,?3室1厅,?6,?8层
,,,,,,
?友家 · 圆明园西路3号院3居室-东卧,?2630,?8 ㎡,?东,?3室1厅,?5,?5层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?11.3 ㎡,?南,?3室1厅,?10,?10层
,,,,,,
?友家 · 六郎庄新村3居室-西卧,?2260,?7 ㎡,?西,?3室1厅,?8,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2230,?14.2 ㎡,?南,?3室1厅,?6,?8层
,,,,,,
?友家 · 肖家河新村西区4居室-北卧,?2790,?8.24 ㎡,?北,?4室1厅,?7,?11层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2390,?17.3 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 万树园3居室-北卧,?2460,?10.06 ㎡,?北,?3室1厅,?5,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2790,?19.8 ㎡,?南,?3室1厅,?9,?8层
,,,,,,
?友家 · 百旺家苑4居室-北卧,?2890,?10.61 ㎡,?北,?4室1厅,?4,?5层
,,,,,,
?友家 · 万树园3居室-北卧,?2490,?9.8 ㎡,?北,?3室1厅,?5,?6层
,,,,,,
?友家 · 六郎庄新村3居室-东卧,?2490,?6.5 ㎡,?东,?3室1厅,?10,?10层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?2090,?11.3 ㎡,?北,?3室1厅,?2,?8层
,,,,,,
?友家 · 天秀花园澄秀园4居室-北卧,?2530,?9.3 ㎡,?北,?4室2厅,?3,?6层
,,,,,,
?友家 · 天秀花园安和园3居室-南卧,?4090,?14.5 ㎡,?南,?3室1厅,?4,?6层
,,,,,,
?友家 · 天秀花园安和园3居室-南卧,?3990,?14.7 ㎡,?南,?3室1厅,?4,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?8.9 ㎡,?南,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?8.9 ㎡,?南,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?8.9 ㎡,?南,?3室1厅,?7,?10层
,,,,,,
?友家 · 肖家河新村东区3居室-北卧,?3090,?10.63 ㎡,?北,?3室1厅,?8,?11层
,,,,,,
?友家 · 百旺家苑4居室-南卧,?3790,?19.5 ㎡,?南,?4室1厅,?4,?5层
,,,,,,
?友家 · 圆明园花园别墅3居室-南卧,?3190,?13.65 ㎡,?南,?3室1厅,?3,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2690,?15.1 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 万树园3居室-南卧,?2830,?13.5 ㎡,?南,?3室1厅,?4,?6层
,,,,,,
?友家 · 圆明园花园别墅4居室-西卧,?2490,?9.32 ㎡,?西,?4室1厅,?2,?6层
,,,,,,
?友家 · 六郎庄新村3居室-东卧,?2590,?10.26 ㎡,?东,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2590,?10.8 ㎡,?北,?3室1厅,?6,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2590,?10.72 ㎡,?北,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3090,?10.6 ㎡,?南,?3室1厅,?3,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2830,?10.5 ㎡,?南,?3室1厅,?3,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2860,?10 ㎡,?南,?3室1厅,?5,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2490,?8.55 ㎡,?北,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2490,?8.5 ㎡,?北,?3室1厅,?6,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2430,?8.55 ㎡,?北,?3室1厅,?7,?10层
,,,,,,
?友家 · 圆明园花园别墅5居室-北卧,?2230,?8 ㎡,?北,?5室1厅,?5,?7层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?13.8 ㎡,?南,?3室1厅,?10,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?11.3 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 圆明园花园别墅4居室-西卧,?2460,?8.3 ㎡,?西,?4室1厅,?5,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3090,?9 ㎡,?南,?3室1厅,?6,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?9.1 ㎡,?北,?3室1厅,?10,?10层
,,,,,,
?友家 · 六郎庄新村3居室-西卧,?2630,?12.7 ㎡,?西,?3室1厅,?8,?8层
,,,,,,
?友家 · 天秀花园安和园3居室-北卧,?2990,?9.56 ㎡,?北,?3室1厅,?1,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?10.8 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?10.7 ㎡,?南,?3室1厅,?2,?10层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?8.9 ㎡,?北,?3室1厅,?5,?9层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?8.55 ㎡,?北,?3室1厅,?2,?9层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2130,?12.6 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 菊园3居室-南卧,?2730,?11.5 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?2090,?11.1 ㎡,?北,?3室1厅,?9,?8层
,,,,,,
?友家 · 菊园3居室-南卧,?2390,?7.7 ㎡,?南,?3室1厅,?2,?6层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?2290,?16.5 ㎡,?北,?3室1厅,?1,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2390,?14 ㎡,?南,?3室1厅,?5,?9层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2630,?11.3 ㎡,?北,?3室1厅,?5,?9层
,,,,,,
?友家 · 肖家河新村东区3居室-北卧,?2860,?11.16 ㎡,?北,?3室1厅,?6,?10层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?2030,?10.2 ㎡,?北,?3室1厅,?6,?8层
,,,,,,
?友家 · 肖家河新村西区3居室-南卧,?3430,?9.43 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 六郎庄新村3居室-东卧,?2690,?10.26 ㎡,?东,?3室1厅,?2,?9层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?10 ㎡,?南,?3室1厅,?5,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2990,?10 ㎡,?南,?3室1厅,?2,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?8.9 ㎡,?南,?3室1厅,?2,?9层
,,,,,,
?友家 · 肖家河新村东区3居室-北卧,?2790,?8.7 ㎡,?北,?3室1厅,?6,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?10.6 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 圆明园花园别墅3居室-北卧,0,?12.9 ㎡,?北,?3室1厅,?4,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2460,?16.1 ㎡,?南,?3室1厅,?7,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2190,?16 ㎡,?南,?3室1厅,?2,?8层
,,,,,,
?友家 · 天秀花园澄秀园4居室-北卧,?2790,?8.15 ㎡,?北,?4室1厅,?4,?6层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2690,?9.1 ㎡,?北,?3室1厅,?9,?10层
,,,,,,
?友家 · 圆明园花园别墅5居室-西卧,?2530,?8.6 ㎡,?西,?5室2厅,?6,?6层
,,,,,,
?友家 · 大有北里小区4居室-北卧,?2690,?11 ㎡,?北,?4室1厅,?3,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3190,?9.9 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 保利西山林语4居室-南卧,?1860,?10 ㎡,?南,?4室1厅,?2,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2190,?15 ㎡,?南,?3室1厅,?9,?9层
,,,,,,
?友家 · 裕和嘉园3居室-北卧,?2560,?11.5 ㎡,?北,?3室1厅,?8,?10层
,,,,,,
?友家 · 裕和嘉园3居室-南卧,?2790,?9.3 ㎡,?南,?3室1厅,?9,?9层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3290,?8.6 ㎡,?南,?3室1厅,?8,?8层
,,,,,,
?友家 · 肖家河新村西区3居室-南卧,?3390,?10.7 ㎡,?南,?3室1厅,?4,?11层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2390,?12.6 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 兰园3居室-东卧,?3030,?9.2 ㎡,?东,?3室1厅,?1,?6层
,,,,,,
?友家 · 梅园甲4居室-北卧,?3030,?11.08 ㎡,?北,?4室1厅,?2,?6层
,,,,,,
?友家 · 七彩华园3居室-北卧,?2730,?10.37 ㎡,?北,?3室1厅,?6,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2390,?18 ㎡,?南,?3室1厅,?5,?9层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2590,?16.5 ㎡,?南,?3室1厅,?9,?9层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2590,?16.1 ㎡,?南,?3室1厅,?8,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2430,?14 ㎡,?南,?3室1厅,?5,?8层
,,,,,,
?友家 · 裕和嘉园3居室-南卧,?3130,?12 ㎡,?南,?3室1厅,?6,?9层
,,,,,,
?友家 · 博雅西园3居室-北卧,?2830,?11.4 ㎡,?北,?3室1厅,?6,?8层
,,,,,,
?友家 · 兰园3居室-北卧,?3090,?7.56 ㎡,?北,?3室1厅,?2,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2790,?15.1 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 肖家河新村西区3居室-北卧,?2830,?9.6 ㎡,?北,?3室1厅,?4,?11层
,,,,,,
?友家 · 七彩华园4居室-南卧,?3330,?21.5 ㎡,?南,?4室1厅,?2,?7层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2560,?9.5 ㎡,?北,?3室1厅,?1,?9层
,,,,,,
?友家 · 保利西山林语3居室-南卧,0,?15.4 ㎡,?南,?3室1厅,?6,?8层
,,,,,,
?友家 · 肖家河新村东区3居室-南卧,?3690,?14.6 ㎡,?南,?3室1厅,?6,?10层
,,,,,,
?友家 · 天秀花园安和园3居室-南卧,?3890,?11.79 ㎡,?南,?3室1厅,?1,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2830,?10.5 ㎡,?南,?3室1厅,?3,?10层
,,,,,,
?友家 · 圆明园花园别墅4居室-南卧,?2790,?10 ㎡,?南,?4室1厅,?1,?7层
,,,,,,
?友家 · 保利西山林语4居室-南卧,?2090,?13.5 ㎡,?南,?4室1厅,?3,?6层
,,,,,,
?友家 · 菊花盛苑6居室-南卧,?3390,?23 ㎡,?南,?6室1厅,?6,?6层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2790,?12 ㎡,?南,?3室1厅,?10,?10层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?2090,?11.7 ㎡,?北,?3室1厅,?1,?8层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2930,?11.4 ㎡,?南,?3室1厅,?1,?9层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?2730,?9 ㎡,?南,?3室1厅,?3,?9层
,,,,,,
?友家 · 天秀花园安和园3居室-北卧,?3790,?18.6 ㎡,?北,?3室1厅,?4,?6层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1860,?11.4 ㎡,?北,?3室1厅,?5,?9层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1830,?11.6 ㎡,?北,?3室1厅,?9,?9层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2160,?11.6 ㎡,?南,?3室1厅,?7,?8层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?8.55 ㎡,?北,?3室1厅,?4,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3090,?14 ㎡,?南,?3室1厅,?1,?9层
,,,,,,
?友家 · 六郎庄新村3居室-东卧,?3190,?12.5 ㎡,?东,?3室1厅,?10,?10层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2690,?16.1 ㎡,?南,?3室1厅,?9,?8层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2590,?12 ㎡,?南,?3室1厅,?8,?8层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1830,?10 ㎡,?北,?3室1厅,?3,?8层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1890,?10.2 ㎡,?北,?3室1厅,?3,?9层
,,,,,,
?友家 · 裕和嘉园3居室-南卧,?2990,?16 ㎡,?南,?3室1厅,?1,?10层
,,,,,,
?友家 · 裕和嘉园3居室-北卧,?2690,?9.6 ㎡,?北,?3室1厅,?9,?10层
,,,,,,
?友家 · 万树园4居室-北卧,?2990,?15.16 ㎡,?北,?4室1厅,?2,?6层
,,,,,,
?友家 · 保利西山林语3居室-北卧,0,?16.1 ㎡,?北,?3室1厅,?6,?8层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3390,?13.8 ㎡,?南,?3室1厅,?9,?10层
,,,,,,
?友家 · 柳浪家园东里3居室-南卧,?2690,?10 ㎡,?南,?3室1厅,?8,?10层
,,,,,,
?友家 · 水利局小区3居室-南卧,?3560,?15.8 ㎡,?南,?3室1厅,?3,?6层
,,,,,,
?友家 · 菊园3居室-南卧,?3160,?12.5 ㎡,?南,?3室1厅,?4,?6层
,,,,,,
?友家 · 肖家河新村西区3居室-北卧,?2860,?10.1 ㎡,?北,?3室1厅,?4,?11层
,,,,,,
?友家 · 梅园2居室-南卧,?3690,?10.9 ㎡,?南,?2室1厅,?3,?6层
,,,,,,
?友家 · 紫成嘉园4居室-南卧,?2830,?12.3 ㎡,?南,?4室1厅,?6,?7层
,,,,,,
?友家 · 保利西山林语4居室-北卧,?1890,?9 ㎡,?北,?4室1厅,?7,?7层
,,,,,,
?友家 · 保利西山林语3居室-西卧,?1860,?6.8 ㎡,?西,?3室1厅,?7,?8层
,,,,,,
?友家 · 梅园甲4居室-北卧,?2690,?11.1 ㎡,?北,?4室1厅,?6,?6层
,,,,,,
?友家 · 裕和嘉园3居室-东卧,?2530,?9 ㎡,?东,?3室1厅,?6,?10层
,,,,,,
?友家 · 裕和嘉园3居室-南卧,?2890,?9.9 ㎡,?南,?3室1厅,?5,?10层
,,,,,,
?友家 · 裕和嘉园3居室-北卧,?2560,?9.7 ㎡,?北,?3室1厅,?2,?9层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2630,?11.4 ㎡,?北,?3室1厅,?5,?10层
,,,,,,
?友家 · 菊园3居室-南卧,?2990,?10.1 ㎡,?南,?3室1厅,?1,?6层
,,,,,,
?友家 · 梅园甲4居室-北卧,?2630,?10 ㎡,?北,?4室1厅,?6,?6层
,,,,,,
?友家 · 天秀花园安和园3居室-东卧,?3160,?12 ㎡,?东,?3室1厅,?3,?层
,,,,,,
?友家 · 紫成嘉园4居室-南卧,?2990,?13 ㎡,?南,?4室1厅,?6,?7层
,,,,,,
?友家 · 保利西山林语4居室-北卧,?1830,?12 ㎡,?北,?4室1厅,?1,?8层
,,,,,,
?友家 · 紫成嘉园4居室-北卧,?2660,?12.3 ㎡,?北,?4室1厅,?6,?7层
,,,,,,
?友家 · 保利西山林语4居室-南卧,?2090,?10.1 ㎡,?南,?4室1厅,?1,?8层
,,,,,,
?友家 · 万树园4居室-北卧,?2990,?15.18 ㎡,?北,?4室1厅,?1,?6层
,,,,,,
?友家 · 保利西山林语4居室-南卧,?2190,?11.2 ㎡,?南,?4室1厅,?1,?8层
,,,,,,
?友家 · 裕和嘉园3居室-南卧,?3460,?15.4 ㎡,?南,?3室1厅,?7,?9层
,,,,,,
?友家 · 裕和嘉园3居室-北卧,?2690,?9.5 ㎡,?北,?3室1厅,?6,?9层
,,,,,,
?友家 · 柳浪家园东里3居室-北卧,?2690,?11.4 ㎡,?北,?3室1厅,?2,?10层
,,,,,,
?友家 · 紫成嘉园4居室-南卧,?3330,?14.9 ㎡,?南,?4室1厅,?6,?7层
,,,,,,
?友家 · 西山华府5居室-南卧,?5130,?21.3 ㎡,?南,?5室1厅,?7,?8层
,,,,,,
?友家 · 六郎庄新村3居室-西卧,?2830,?11.12 ㎡,?西,?3室1厅,?10,?10层
,,,,,,
?友家 · 梅园3居室-南卧,?3390,?12.9 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 天秀花园安和园3居室-南卧,?2630,?8.95 ㎡,?南,?3室1厅,?5,?6层
,,,,,,
?友家 · 梅园2居室-北卧,?3760,?8.9 ㎡,?北,?2室1厅,?5,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2690,?19.8 ㎡,?南,?3室1厅,?7,?8层
,,,,,,
?友家 · 天秀花园古月园3居室-西卧,?3390,?12 ㎡,?西,?3室1厅,?5,?7层
,,,,,,
?友家 · 天秀花园古月园5居室-西北卧,?3090,?9 ㎡,?北,?5室1厅,?4,?7层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3030,?9.6 ㎡,?南,?3室1厅,?4,?7层
,,,,,,
?友家 · 梅园3居室-北卧,?2790,?8.5 ㎡,?北,?3室1厅,?6,?6层
,,,,,,
?友家 · 天秀花园古月园4居室-东北卧,?2930,?8.8 ㎡,?北,?4室1厅,?1,?7层
,,,,,,
?友家 · 紫成嘉园3居室-北卧,?2730,?12.3 ㎡,?北,?3室1厅,?4,?7层
,,,,,,
?友家 · 梅园3居室-南卧,?3190,?11.2 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2790,?13.4 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2290,?12.8 ㎡,?南,?3室1厅,?7,?8层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1790,?11.1 ㎡,?北,?3室1厅,?5,?9层
,,,,,,
?友家 · 保利西山林语4居室-北卧,0,?15.2 ㎡,?北,?4室1厅,?7,?8层
,,,,,,
?友家 · 天秀花园安和园3居室-北卧,?3530,?13.6 ㎡,?北,?3室1厅,?3,?6层
,,,,,,
?友家 · 保利西山林语3居室-南卧,?2590,?12.6 ㎡,?南,?3室1厅,?1,?8层
,,,,,,
?友家 · 紫成嘉园3居室-南卧,?4290,?25 ㎡,?南,?3室1厅,?6,?6层
,,,,,,
?友家 · 裕和嘉园3居室-北卧,?3160,?16.2 ㎡,?北,?3室1厅,?2,?10层
,,,,,,
?友家 · 六郎庄新村3居室-南卧,?3090,?10.9 ㎡,?南,?3室1厅,?8,?9层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?10.8 ㎡,?北,?3室1厅,?8,?9层
,,,,,,
?友家 · 农业大学附属中学家属楼3居室-南卧,?3530,?13.7 ㎡,?南,?3室1厅,?5,?6层
,,,,,,
?友家 · 菊花盛苑6居室-南卧,?3360,?13.5 ㎡,?南,?6室1厅,?6,?6层
,,,,,,
?友家 · 六郎庄新村3居室-北卧,?2530,?9.3 ㎡,?北,?3室1厅,?8,?9层
,,,,,,
?友家 · 天秀花园澄秀园3居室-西北卧,?3130,?15 ㎡,?北,?3室1厅,?4,?6层
,,,,,,
?友家 · 西山华府3居室-北卧,?3730,?11.7 ㎡,?北,?3室1厅,?2,?7层
,,,,,,
?友家 · 农业大学附属中学家属楼3居室-北卧,?2990,?12.3 ㎡,?北,?3室1厅,?5,?6层
,,,,,,
?友家 · 保利西山林语3居室-北卧,?1990,?10.2 ㎡,?北,?3室1厅,?7,?8层
,,,,,,
?友家 · 西山华府5居室-南卧,?4390,?13 ㎡,?南,?5室1厅,?7,?8层
,,,,,,
